id,category,keywords,"Arts, Crafts, Music and Drama;",Community resouces;,Day opportunities;,Entertainment and leisure;,Social groups;,Support and community groups;,Support and assistance;,Young people's activities;,legacy_categories,area,parent_organisation,name,Monday;,Tuesday;,Wednesday;,Thursday;,Friday;,Saturday;,Sunday;,days,daytime,frequency,venue,postcode,price,contact_name,phone,url,email,description,last_updated,review_date,review_notes,assigned_to,review_number,Young people;,Young adults;,Older adults;,age_groups,Autism;,Dementia;,Learning difficulties;,Mental health;,Older people;,Physical disability;,Hearing or visual impairment;,suitability,vol_dbs_check,safeguarding,health_safety,insurance,accessibility,clo_notes,laf_area,ccg_locality,review_status
2528,Active,Exercise;Social,,Community resouces;,,Entertainment and leisure;,Social groups;,,,,Community resouces;Entertainment and leisure;Social groups;,High Wycombe,Simply Walk,Simply Walk - High Wycombe 3,,,Wednesday;,,,,,Wednesday;,TRUE,Wednesday 14:00,"The Rye, High Wycombe",HP11 1AD,,Fiona Broadbent,01494 475367,https://www.buckscc.gov.uk/services/environment/exploring-the-countryside/simply-walk/,simplywalks@buckscc.gov.uk,"For up to date information on all Simply Walk sessions, visit our website or contact Fiona via email.  If a client needs 1:1 support they must attend with a carer. Level 2 walk",7/1/2019,7/1/2019,2019-01-07 JAL - Checked on Simply Walks website,JAL,0,,Young adults;,Older adults;,Young adults;Older adults;,Autism;,Dementia;,Learning difficulties;,Mental health;,Older people;,Physical disability;,Hearing or visual impairment;,Autism;Dementia;Learning difficulties;Mental health;Older people;Physical disability;Hearing or visual impairment;,,,,Yes,,,High Wycombe,Wycombe,Completed
2529,Active,Exercise;Social,,Community resouces;,,Entertainment and leisure;,Social groups;,,,,Community resouces;Entertainment and leisure;Social groups;,High Wycombe,Simply Walk,Simply Walk - High Wycombe 4,,,Wednesday;,,,,,Wednesday;,TRUE,Wednesday 10:30,"Gayhurst Road Shops, High Wycombe",HP13 7XR,,Fiona Broadbent,01494 475367,https://www.buckscc.gov.uk/services/environment/exploring-the-countryside/simply-walk/,simplywalks@buckscc.gov.uk,"For up to date information on all Simply Walk sessions, visit our website or contact Fiona via email.  If a client needs 1:1 support they must attend with a carer. Level 1 walk",7/1/2019,7/1/2019,2019-01-07 JAL - Checked on Simply Walks website,JAL,0,,Young adults;,Older adults;,Young adults;Older adults;,Autism;,Dementia;,Learning difficulties;,Mental health;,Older people;,Physical disability;,Hearing or visual impairment;,Autism;Dementia;Learning difficulties;Mental health;Older people;Physical disability;Hearing or visual impairment;,,,,Yes,,,High Wycombe,Wycombe,Completed
2530,Active,Exercise;Social,,Community resouces;,,Entertainment and leisure;,Social groups;,,,,Community resouces;Entertainment and leisure;Social groups;,High Wycombe,Simply Walk,Simply Walk - Booker,,Tuesday;,,,,,,Tuesday;,TRUE,Tuesday 10:00,"Judo Centre, Barry Close, High Wycombe",HP12 4UE,,Fiona Broadbent,01494 475367,https://www.buckscc.gov.uk/services/environment/exploring-the-countryside/simply-walk/,simplywalks@buckscc.gov.uk,"For up to date information on all Simply Walk sessions, visit our website or contact Fiona via email.  If a client needs 1:1 support they must attend with a carer. Level 4 walk",7/1/2019,7/1/2019,2019-01-07 JAL - Checked on Simply Walks website,JAL,0,,Young adults;,Older adults;,Young adults;Older adults;,Autism;,Dementia;,Learning difficulties;,Mental health;,Older people;,Physical disability;,Hearing or visual impairment;,Autism;Dementia;Learning difficulties;Mental health;Older people;Physical disability;Hearing or visual impairment;,,,,Yes,,,High Wycombe,Wycombe,Completed
2531,Active,Exercise;Social,,Community resouces;,,Entertainment and leisure;,Social groups;,,,,Community resouces;Entertainment and leisure;Social groups;,Holmer Green,Simply Walk,Simply Walk - Holmer Green,Monday;,,,,,,,Monday;,TRUE,Monday 10:00 & 10:30,"Holmer Green Baptist Church, The Common, Holmer Green",HP15 6TB,,Fiona Broadbent,01494 475367,https://www.buckscc.gov.uk/services/environment/exploring-the-countryside/simply-walk/,simplywalks@buckscc.gov.uk,"For up to date information on all Simply Walk sessions, visit our website or contact Fiona via email.  If a client needs 1:1 support they must attend with a carer. 10:00 meet is Level 4, other levels at 10:30",7/1/2019,7/1/2019,2019-01-07 JAL - Checked on Simply Walks website,JAL,0,,Young adults;,Older adults;,Young adults;Older adults;,Autism;,Dementia;,Learning difficulties;,Mental health;,Older people;,Physical disability;,Hearing or visual impairment;,Autism;Dementia;Learning difficulties;Mental health;Older people;Physical disability;Hearing or visual impairment;,,,,Yes,,,High Wycombe,Wycombe,Completed
2532,Support,Support,,,,,,Support and community groups;,Support and assistance;,,Support and community groups;Support and assistance;,Aylesbury,,Stroke Support Group - Aylesbury,,,,Thursday;,,,,Thursday;,TRUE,Thursday 14:30-16:30,"Healthy Living Centre, Walton Court Shopping Centre, Hannon Road, Aylesbury",HP21 8TJ,,Alison Rimmer,01494 734742,,,Free sessions run with speech and language therapy for people who have experienced a stroke. Contact for more information.,25/1/2018,28/2/2019,2019-02-28 AC - rely received from HLC; this is a private group - request contact at visit. 2019-02-26 AC - email sent to HLC.,AC,2,,Young adults;,Older adults;,Young adults;Older adults;,,,,,Older people;,Physical disability;,,Older people;Physical disability;,,,,,Building Wheelchair Access;Nearby Bus Stop;On-Site Parking;WC Wheelchair Access,,Greater Aylesbury,AV Central,Requires Visit
2533,Social,Support,,,,,,,Support and assistance;,,Support and assistance;,Countywide,Buckinghamshire Integrated Sensory Service,,Monday;,Tuesday;,Wednesday;,Thursday;,Friday;,,,Monday;Tuesday;Wednesday;Thursday;Friday;,TRUE,Weekdays 09:00-17:00,"Riverside House, 44 Wedgewood Street, Fairford Leys, Aylesbury",HP19 7HL,,,01296 479970,,bucks@hearingloss.org.uk,"Provides equipment, information & advice plus signposting.  Drop in sessions at the office to see equipment and get information & advice, basic hearing aid maintenance.",25/1/2018,26/2/2019,2019-02-26 AC - need to phone to check service is as described here https://www.careadvicebuckinghamshire.org/s4s/WhereILive/Council?pageId=1871,AC,2,,Young adults;,Older adults;,Young adults;Older adults;,,,,,,,Hearing or visual impairment;,Hearing or visual impairment;,,,,,,Check if on CAB,Greater Aylesbury,AV Central,In Progress
2534,Social,Social;Tea/Coffee,,Community resouces;,,,Social groups;,,,,Community resouces;Social groups;,Aylesbury,Coffee Bean Café,Coffee Companions - Bedgrove,Monday;,Tuesday;,Wednesday;,Thursday;,Friday;,Saturday;,,Monday;Tuesday;Wednesday;Thursday;Friday;Saturday;,TRUE,"Weekdays, Saturday","Coffee Bean, 33 Jansel Square, Bedgrove, Aylesbury",HP21 7ET,,,,,,"A community based initiative found at various cafés, assisting clients to start conversations, creating companionship using  Chat Mats (supplied by the café) in a safe & friendly environment.  Working to build healthier communities and reduce isolation",26/1/2018,26/2/2019,"2019-02-26 AC - ? Café has changed hands, visit to estabish current status.",AC,2,,Young adults;,Older adults;,Young adults;Older adults;,,,,,Older people;,,,Older people;,,,Yes,Yes,Building Wheelchair Access;Nearby Bus Stop;On-Site Parking,,Greater Aylesbury,AV Central,In Progress
2535,Social,Social,"Arts, Crafts, Music and Drama;",,,,,,,,"Arts, Crafts, Music and Drama;",Aylesbury,Chiltern Music Therapy,Let's Sing - Aylesbury,,,,Thursday;,,,,Thursday;,FALSE,Alternative Thursday 19:00-20:00,"Queens Park Art Centre, Queens Park, Aylesbury",HP21 7RT,£3.50,Will Sidebottom,01442 780541,,info@chilternmusictherapy.co.uk,"Music therapy sessions for people with learning disabilities.  Started September 2017.  Offer a free taster session, please contact directly for further information.",26/1/2018,,2019-03-21 PD - added line about Free Taster sessions as requested by gemma Workman.,,,,Young adults;,Older adults;,Young adults;Older adults;,,,Learning difficulties;,,,,,Learning difficulties;,Yes,Yes,Yes,Yes,Building Wheelchair Access;Hearing Induction Loop;Nearby Bus Stop;On-Site Parking;WC Wheelchair Access,,Greater Aylesbury,AV Central,
2536,Support,Social;Support,,Community resouces;,,,,Support and community groups;,,,Community resouces;Support and community groups;,"Quarrendon, Aylesbury",,Quarrendon Street Association,,,,,,,,,TRUE,"Various, weekday 10:00-16:00",,HP19 9HH,,,01296 382345,,communities@buckscc.gov.uk,"Get to know your neighbours, get the tools to build a stronger & safer Quarrendon, become a street member & support your community.",28/2/2019,28/2/2019,,AC,2,,Young adults;,Older adults;,Young adults;Older adults;,,,,,,,,,,,,,,,Greater Aylesbury,AV Central,Completed
2537,Support,Support,,,,,,Support and community groups;,Support and assistance;,,Support and community groups;Support and assistance;,Aylesbury,,Stop Smoking,,,,Thursday;,,,,Thursday;,TRUE,Thursday 10:00-11:30,"Healthy Living Centre, Walton Court Shopping Centre, Hannon Road, Aylesbury",HP21 8TJ,,Receptionist,01296 334562,,info@healthylivingcentre.com,For those who want to give up smoking and need support.  An advisor is on hand to provide support and information free of charge,26/2/2019,26/2/2019,2019-02-26 AC - no longer taking place.,AC,2,,Young adults;,Older adults;,Young adults;Older adults;,,,,,,,,,,,,,Building Wheelchair Access;Nearby Bus Stop;On-Site Parking;WC Wheelchair Access,,Greater Aylesbury,AV Central,Un-Publish
2538,Social,Social;Tea/Coffee,,Community resouces;,,,Social groups;,,,,Community resouces;Social groups;,Aylesbury,Tesco's and Prevention Matters,Coffee morning - Tring Road Aylesbury,,Tuesday;,,,,,,Tuesday;,TRUE,Tuesday 10:00-11:30,"Tesco's community room, Tring Road, Aylesbury",HP20 1PQ,,Fatima King,07840 141170,,fatimaking60@gmail.com,"A social opportunity for people to come together for a chat, a bit of company and to find out about support & services available in the community",26/1/2018,26/2/2019,2019-02-26 AC - phone to check,AC,2,,Young adults;,Older adults;,Young adults;Older adults;,Autism;,,,,Older people;,Physical disability;,Hearing or visual impairment;,Autism;Older people;Physical disability;Hearing or visual impairment;,Yes,Yes,Yes,Yes,Building Wheelchair Access;Nearby Bus Stop;On-Site Parking;WC Wheelchair Access,,Greater Aylesbury,AV Central,In Progress
2539,Support,Support,"Arts, Crafts, Music and Drama;",,Day opportunities;,,Social groups;,Support and community groups;,,,"Arts, Crafts, Music and Drama;Day opportunities;Social groups;Support and community groups;",Thame,,Thame and District Day Centre,,Tuesday;,Wednesday;,,Friday;,,,Tuesday;Wednesday;Friday;,TRUE,"Tuesday, Wednesday, Friday 09:30-15:00","Community Hospital Site, East Street, Thame",OX9 3JT,,Gill Coleman,01844 212080,https://www.thamanddistrictdaycentre.co.uk,info@thamanddistrictdaycentre.co.uk,"Creation station sessions with pre-school cheldren, running occassionally.  Food, talks, entertainers, skittles boccia, curling on rollers, puzzles. Chiltern music therapy run occassional sessions",22/3/2019,22/3/2019,2019-03-22 KB - all up to date,KB,2,,,Older adults;,Older adults;,,,,,Older people;,,,Older people;,Yes,Yes,Yes,Yes,Building Wheelchair Access;On-Site Parking;WC Wheelchair Access,Clients need to be able to manage themselves and their personal hygiene,Chesham and Chiltern Villages,AV South,Completed
2540,Active,Exercise;Social,,,,,Social groups;,,,,Social groups;,Cheddington,,Nifty Fifties Club,,,,Thursday;,,,,Thursday;,TRUE,Thursday 10:00-12:00,"Cheddington Village Hall, Church Lane, Cheddington",LU7 0RU,£5.00,Chris Hall / Sue Povey,01422 824350 / 668321,,chris.a.hall@btinternet.com,Exercising and socialising for over 50s,26/1/2018,26/2/2019,"2019-02-26 AC - not listed on village hall webpage, phone to check.",AC,2,,,Older adults;,Older adults;,,,,,Older people;,,,Older people;,,,,,Building Wheelchair Access;Nearby Bus Stop;On-Site Parking;WC Wheelchair Access,,"Great Brickhill, Wing & Ivinghoe",AV Central,In Progress
2543,Social,Social;Support,,,,,,Support and community groups;,,,Support and community groups;,Aylesbury,,Nigerian Community Association,,,,,,,,,FALSE,,"Multicultural Community Centre, Friarscroft Way, Aylesbury",HP20 2TE,,Chairman,,https://www.nigeriancommunityaylesbury.org.uk,info@nigeriancommunityaylesbury.org.uk,"Helping people get back into training / work.  Improve skills and build confidence, promotes awareness of Nigerian culture",26/1/2018,,,,,,Young adults;,Older adults;,Young adults;Older adults;,,,,,,,,,,,,,Building Wheelchair Access;Nearby Bus Stop;On-Site Parking;WC Wheelchair Access,,Greater Aylesbury,AV Central,
2544,Active,Exercise,,,,,Social groups;,,,,Social groups;,Aylesbury,,KasoTonic,,,,,,,,,TRUE,"Various, daytime and early evening",Various in Aylesbury,HP20 1UA,£6-8,Kate / Sophie,07985 048880 / 07959 205498,https://www.kasostudios.co.uk/,enquiries@kasostudios.co.uk,Dance & Fitness classes for all ages and levels including mature adults. Contact for information.,28/2/2019,26/2/2019,"2019-02-26 AC - complete, added website address.",AC,2,Young people;,Young adults;,Older adults;,Young people;Young adults;Older adults;,,,,,,,,,,,,,,,Greater Aylesbury,AV Central,Completed
2545,Social,Arts/Crafts;Social,"Arts, Crafts, Music and Drama;",,,,Social groups;,,,,"Arts, Crafts, Music and Drama;Social groups;",Stoke Poges,Stoke Poges Church,Knit & Natter - Stoke Poges,,Tuesday;,,,,,,Tuesday;,TRUE,Tuesday 10:00,"St Andrews Church Centre, Rogers Lane, Stoke Poges",SL2 4LN,,Tina Edwards,,https://www.stokepogeschurch.org/groups/coffee-shop/knit-and-natter/,office@stokepogeschurch.org,Work on projects like 'Octopus' for the special care baby unit,23/4/2019,23/4/2019,2019-04-23 JAL - Confirmed on Round Robin,AC,3,,Young adults;,Older adults;,Young adults;Older adults;,,,,,Older people;,,,Older people;,,,,,Building Wheelchair Access;On-Site Parking;WC Wheelchair Access,,Beeches,Wooburn Green,Completed
2546,Social,Music/Drama;Social,"Arts, Crafts, Music and Drama;",,,,Social groups;,,,,"Arts, Crafts, Music and Drama;Social groups;",Stoke Poges,,Stoke Poges Singers,,,,Thursday;,,,,Thursday;,FALSE,Thursday evenings,"St Andrews Church Centre, Rogers Lane, Stoke Poges",SL2 4LN,,Naomi Martin,07831 217575 / 07900 668601,https://www.stoke-poges-singers.org.uk,info@stokepogessingers.org.uk,Please contact for further information,18/10/2018,,,,,,Young adults;,Older adults;,Young adults;Older adults;,,,,,,,,,,,,,Building Wheelchair Access;On-Site Parking;WC Wheelchair Access,,Beeches,Southern,
2547,Social,Social,,,,,Social groups;,,,,Social groups;,Burnham,Rotary Club,Rotary Club - Burnham Beeches,,,,Thursday;,,,,Thursday;,FALSE,Thursday 20:00,"Tudor Barn, South Bucks Bridge Centre, Britwell Road, Burnham",SL1 8DF,,Becky,07887 512643,https://www.rcbb.co.uk,,Please contact for further information,26/1/2018,,,,,,Young adults;,Older adults;,Young adults;Older adults;,,,,,,,,,,,,,,,Beeches,Southern,
2548,Active,Exercise,,,,,,Support and community groups;,,,Support and community groups;,Farnham Common,,Yoga with Lindi,Monday;,,Wednesday;,,,,,Monday;Wednesday;,TRUE,"Monday 19:15-20:30, Wednesday 09:30-10:45","Farnham Common Village Hall, Victoria Road, Farnham Common",SL2 3NJ,,Lindi,07818 052087,https://www.yogawithlindi.co.uk,lindi@yogawithlindi.co.uk,Please contact for further information,29/1/2018,,,JAL,2,,Young adults;,Older adults;,Young adults;Older adults;,,,,,,,,,,,,,Building Wheelchair Access;WC Wheelchair Access,,Beeches,Southern,
2550,Social,Social,,,,,Social groups;,,,,Social groups;,Hedgerley,,Historical Society - Hedgerley,,,,,,,,,FALSE,"Monthly, Wednesdays 20:00","Hedgerley Memorial Hall, Kiln Lane, Hedgerley",SL2 3UZ,,John Lovelock,01753 647187,,jdlovelock@btinternet.com,Please contact for more details,28/6/2018,,,,,,Young adults;,Older adults;,Young adults;Older adults;,,,,,,,,,,,,,,,Beeches,Southern,
2551,Active,Exercise,,,,,,Support and community groups;,,,Support and community groups;,Chalfont St Peter,,Mindfulness - Chalfont St Peter,,,,,Friday;,,,Friday;,FALSE,Alternate Fridays 19:00-20:00,"Chalfont St Peter Community  Centre, Gravel Hill, Gerrards Cross",SL9 9QX,£10,Suzy Pool,07961 462609,https://www.suzypool.com/mindfulnessclasses,,Please contact for further information,9/2/2018,,,,,,Young adults;,Older adults;,Young adults;Older adults;,,,,,,,,,,,,,,,The Chalfonts,Southern,
2552,Active,Exercise,,,,,,Support and community groups;,,,Support and community groups;,Chalfont St Peter,,50+ Gentle Exercise CstP,Monday;,,,,,,,Monday;,TRUE,Monday 11:00-12:00,"Chalfont St Peter Community  Centre, Gravel Hill, Gerrards Cross",SL9 9QX,,Stella Graham,07901 824483,,skgactivity@gmail.com,"Designed to help improve your physical & mental wellbeing through training, conditioning & flexibility exercises, held in Tony Graham Rm",26/6/2018,,,JAL,3,,,Older adults;,Older adults;,,,,,Older people;,,,Older people;,,,,,,,The Chalfonts,Southern,
2553,Social,Arts/Crafts,"Arts, Crafts, Music and Drama;",,,,,,,,"Arts, Crafts, Music and Drama;",Aylesbury,Queens Park Arts Centre,Pottery for Adults with disabilities,Monday;,,,,,,,Monday;,TRUE,Monday 10:00-12:30,"Queens Park Arts Centre, Queens Park, Aylesbury",HP21 7RT,£10,,01296 424332,https://www.qpc.org,info@qpc.org,An exciting pottery course with an experienced and dedicated tutor offers the chance to explore the potters’ wheel or to learn hand building techniques. The course is currently full but a waiting list is available - contact the centre for information.,26/2/2019,26/2/2019,"2019-02-26 AC - updated with info from organiser. 2019-02-22 AC - updated time, confirmed contacts, added email, added description. Emailed for update on waiting list.",AC,2,,Young adults;,Older adults;,Young adults;Older adults;,,,Learning difficulties;,,,Physical disability;,,Learning difficulties;Physical disability;,,,,,Building Wheelchair Access;Hearing Induction Loop;Nearby Bus Stop;On-Site Parking;WC Wheelchair Access,,Greater Aylesbury,AV Central,Completed
2555,Social,Arts/Crafts;Social,"Arts, Crafts, Music and Drama;",,,,Social groups;,,,,"Arts, Crafts, Music and Drama;Social groups;",Princes Risborough,,Knit & Natter - Pr.Risborough,,Tuesday;,,,,,,Tuesday;,TRUE,Tuesday 10:00-11:30,"Library, Bell Street, Princes Risborough",HP27 0AA,,,,,lib-prr@buckscc.gov.uk,Bring along your projects and join in,4/3/2019,4/3/2019,2019-03-22 KB - all up to date 2019-03-01 KB - meeting arranged,KB,2,,Young adults;,Older adults;,Young adults;Older adults;,Autism;,Dementia;,Learning difficulties;,,Older people;,Physical disability;,Hearing or visual impairment;,Autism;Dementia;Learning difficulties;Older people;Physical disability;Hearing or visual impairment;,,Yes,Yes,Yes,Building Wheelchair Access,,North West Chilterns,AV South,Completed
2556,Social,Social;Tea/Coffee,,,,,Social groups;,Support and community groups;,,,Social groups;Support and community groups;,Princes Risborough,,Afternoon Chat group - Princes Risborough,,,Wednesday;,,,,,Wednesday;,TRUE,1st Wednesday afternoon,"Library, Bell Street, Princes Risborough",HP27 0AA,,Gill Bone,,,lib-prr@buckscc.gov.uk,Social group with various talks and hot drinks. Should be accompanied by a carer if needed. Contact the library for additional information,29/3/2019,29/3/2019,2019-03-29 KB all up to date 2019-03-01 KB - meeting arranged,KB,2,,Young adults;,Older adults;,Young adults;Older adults;,Autism;,Dementia;,,Mental health;,Older people;,Physical disability;,Hearing or visual impairment;,Autism;Dementia;Mental health;Older people;Physical disability;Hearing or visual impairment;,,Yes,Yes,Yes,Building Wheelchair Access,,North West Chilterns,AV South,Completed
2557,Social,Lunches;Social,,,,,Social groups;,Support and community groups;,Support and assistance;,,Social groups;Support and community groups;Support and assistance;,Haddenham,Age Concern,Lunch Club - Haddenham,,,,,Friday;,,,Friday;,TRUE,Alternate Fridays 12:00-14:00,"Village Hall, Churchway, Haddenham and farm at Bradenham",HP17 8EE,£5,John Nicholson,01844 290906,,jnic999@gmail.com,A lunch club for older people. Carers should accompany those with greater needs.,22/3/2019,22/3/2019,2019-03-22 KB - all up to date 2019-03-01 KB - meeting arranged,KB,2,,,Older adults;,Older adults;,,Dementia;,,,Older people;,Physical disability;,,Dementia;Older people;Physical disability;,Yes,Yes,Yes,Yes,Building Wheelchair Access;Nearby Bus Stop;On-Site Parking;WC Wheelchair Access,,Haddenham & Long Crendon,AV South,Completed
2558,Social,Arts/Crafts;Social,"Arts, Crafts, Music and Drama;",,,,Social groups;,,,,"Arts, Crafts, Music and Drama;Social groups;",Gerrards Cross,,The Arts Society - Gerrards Cross,,,Wednesday;,,,,,Wednesday;,TRUE,4th Wednesday 10:30 / 13:45,"Coulston Hall, Memorial Centre, East Common, Gerrards Cross",SL9 7AD,,,,https://www.gxdfas.org.uk,info@gxdfas.org.uk,"We are one of the largest societies with almost 500 members divided into morning and afternoon sessions.   Each year we organise nine lectures, two Days of Special Interest, two Cultural Tours (one at home and one abroad) and four day-visits.",29/1/2018,,,JAL,2,,Young adults;,Older adults;,Young adults;Older adults;,,,,,,,,,,,,,Building Wheelchair Access;On-Site Parking,,Denham & Gerrards Cross,Southern,
2559,Active,Exercise,,,,,Social groups;,,,,Social groups;,Stoke Poges,,Tai Chi for Health - Stoke Poges,,Tuesday;,,Thursday;,,,,Tuesday;Thursday;,TRUE,"Tuesday 13:10, 14:00, Thursday 12:00","Village Centre, Rogers Lane, Stoke Poges",SL2 4LP,,Sally Martin,07810 550080,,sallycmartin@hotmail.com,"Beneficial for balance, mobility and well being. Suitable for every ability, sitting or standing.",31/8/2018,,,JAL,5,,Young adults;,Older adults;,Young adults;Older adults;,,,,,Older people;,,,Older people;,,,,,Building Wheelchair Access;On-Site Parking;WC Wheelchair Access,,Beeches,Southern,
2560,Active,Exercise,,,,,,,,,,Iver,Active Bucks,Next Level Bootcamps,Monday;,,Wednesday;,,,,,Monday;Wednesday;,TRUE,"Monday, Wednesday 18:00-19:00","Richings Park Sports & Social, 34A Wellesley Ave, Iver",SL0 9BN,£4,,07805 336306,,info@futurept.net,"Fully equipped weekly sessions designed for males looking to get in shape.  Increase endurance, strength, energy and confidence.  Sessions held outdoor & indoors. No booking required",29/1/2018,,,JAL,2,,Young adults;,,Young adults;,,,,,,,,,,,,,,,Wexham & Ivers,Southern,
2561,Social,Support,,,,,,,Support and assistance;,,Support and assistance;,Countywide,Bucks Mind,Revitalise,Monday;,Tuesday;,Wednesday;,Thursday;,Friday;,,,Monday;Tuesday;Wednesday;Thursday;Friday;,TRUE,Weekdays,"212 Business Design Centre, 52 Upper Street, London,N1 0QH",HP20 1UA,,,0303 303 0145,https://www.revitalise.org.uk,bookings@ revitalise.org.uk,see Care Advice Bucks for more information,30/11/2017,,,AC,1,,Young adults;,Older adults;,Young adults;Older adults;,Autism;,Dementia;,Learning difficulties;,Mental health;,Older people;,Physical disability;,Hearing or visual impairment;,Autism;Dementia;Learning difficulties;Mental health;Older people;Physical disability;Hearing or visual impairment;,,,,,,,Countywide,Countywide,
2562,Active,Exercise,,,,,,Support and community groups;,,,Support and community groups;,Iver,Leap,Seated Yoga - Iver,Monday;,,,,,,,Monday;,TRUE,Monday 11:15-12:15,"Jubilee Pavilion, Iver Recreation Ground, Iver",SL0 9PW,£3,Kirsty McCoubrey,07801 594519,https://www.activebucks.co.uk,kmccoubrey@leapwithus.org.uk,"Improve your well-being through gentle stretching, deep breathing and relaxation.  No experience necessary.",2/2/2018,,,JAL,3,,,Older adults;,Older adults;,,,,,Older people;,,,Older people;,Yes,Yes,Yes,Yes,Building Wheelchair Access;Nearby Bus Stop;On-Site Parking;WC Wheelchair Access,Starts 29/1/2018,Wexham & Ivers,Southern,
2563,Active,Exercise;Social,,,,,,Support and community groups;,,,Support and community groups;,Gerrards Cross,,Nordic Wellbeing Walk - Gerrards Cross,,Tuesday;,,,,,,Tuesday;,TRUE,Tuesday 10:00-11:00,Gerrards Cross Common,SL9 7QW,£4,Kirsty McCoubrey,07801 594519,https://www.chilternsnordicwalkers.co.uk,kmmccoubrey@leapwithus.org.uk,"A gentle safe way to walk yourself fitter! Structured walks including exercises that help with flexibility, balance & strength whilst using poles to improve general fitness & increase joint mobility. Equipment provided but wear suitable outdoor footwear.",2/2/2018,,,JAL,3,,Young adults;,Older adults;,Young adults;Older adults;,,,,,,,,,,,,,,Starts 13/2/2018,Denham & Gerrards Cross,Southern,
2564,Active,Exercise;Social,,,,,,Support and community groups;,,,Support and community groups;,Farnham Common,,Nordic Wellbeing Walk - Farnham Common,,,,Thursday;,,,,Thursday;,TRUE,Thursday 09:00-10:00,"Burnham Beeches, Lord Mayors Drive, Farnham Common",SL2 3LB,£4,Kirsty McCoubrey,07801 594519,https://www.chilternsnordicwalkers.co.uk,kmccoubrey@leapwithus.org.uk,"A gentle safe way to walk yourself fitter! Structured walks including exercises that help with flexibility, balance & strength whilst using poles to improve general fitness & increase joint mobility. Equipment provided but wear suitable outdoor footwear.",2/2/2018,,,JAL,3,,Young adults;,Older adults;,Young adults;Older adults;,,,,,,,,,,,,,,Starts 15/2/2018,Beeches,Southern,
2565,Active,Exercise,,,,,,Support and community groups;,,,Support and community groups;,Chalfont St Peter,Active Bucks,Walking Football - Chalfont St Peter,,Tuesday;,,Thursday;,,,,Tuesday;Thursday;,TRUE,"Tuesday 10:15-11:15, Thursday10:00-11:00","Chalfont Leisure Centre, Nicol Road, Chalfont St Peter",SL9 9LR,,Elayne Hughes,07880 975100,https://www.activebucks.co.uk,elayne.hughes@gll.org,Walking football a fun way to meet new people & enjoy the beautiful game at a slower pace. Tues sessions suitable for beginners & anyone who would like to improve fitness levels. Delivered by a qualified coach with warm ups & games. Wed is national league,14/3/2019,14/3/2019,2019-03-14 JAL - Updated by Elayne Hughes GLL || 25/2/2019 JAL - confirmed on Walking football league website,JAL,1,,Young adults;,Older adults;,Young adults;Older adults;,,,,,Older people;,,,Older people;,,,,,,Starts 20/2/2018,The Chalfonts,Southern,Completed
2566,Active,Exercise;Social,,,,,,Support and community groups;,,,Support and community groups;,Burnham,Active Bucks,Dance Through Time - Burnham,Monday;,,,,,,,Monday;,TRUE,Monday 14:00-15:00,"Burnham United Reformed Church, Stomp Road, Burnham",SL1 7LR,£2.50,Kirsty McCoubrey,07801 594519,https://www.activebucks.co.uk,kmccoubrey@leapwithus.org.uk,"New gentle exercise class. Follow simple dance routines to your favourite music from over the years. Different styles, different eras. All abilities, shapes and sizes welcome",2/2/2018,,,JAL,3,,Young adults;,Older adults;,Young adults;Older adults;,,,,,Older people;,,,Older people;,,,,,,Starts 19/2/2018,Beeches,Southern,
2567,Social,Music/Drama;Social,,,,,Social groups;,,,,Social groups;,Iver Heath,,Signatures Acapella Singers,,,,Thursday;,,,,Thursday;,FALSE,Thursday 19:45-22:00,"Iver Heath Village Hall, St Margarets Close, Iver Heath",SL0 0DA,,,01895 625681,,,Contact for more details,2/2/2018,,,,,,Young adults;,Older adults;,Young adults;Older adults;,,,,,,,,,,,,,,,Wexham & Ivers,Southern,
2568,Active,Exercise,,,,,,Support and community groups;,,,Support and community groups;,Iver Heath,,Pilates -  Iver Heath,,,,Thursday;,,,,Thursday;,FALSE,Thursday,"Iver Heath Village Hall, St Margarets Close, Iver Heath",SL0 0DA,,,01923 721335,,,Contact for more details,2/2/2018,,,,,,Young adults;,Older adults;,Young adults;Older adults;,,,,,,,,,,,,,,,Wexham & Ivers,Southern,
2569,Active,Exercise;Social,,,,,Social groups;,,,,Social groups;,Loudwater,Simply Walk,Simply Walk - Loudwater,,,,Thursday;,,,,Thursday;,TRUE,Alternate Thursday 10:30,"Kingsmead Recreation Ground Car Park, Kingsmead Road, Loudwater",HP11 1JQ,,Fiona Broadbent,01494 475367,https://www.buckscc.gov.uk/services/environment/exploring-the-countryside/simply-walk/,simplywalks@buckscc.gov.uk,"For up to date information on all Simply Walk sessions, visit our website or contact Fiona via email.  If a client needs 1:1 support they must attend with a carer. Level 2 walk",7/1/2019,7/1/2019,2019-01-07 JAL - Checked on Simply Walks website,JAL,0,,Young adults;,Older adults;,Young adults;Older adults;,,,,,,,,,Yes,,,,On-Site Parking,,Chepping Wye Valley,Wooburn Green,Completed
